OSM_tag_name,OSM_tag_value,Element_icon ,Comment ,Useful_for_MapAction,Data Category description,Cat_value,Date Theme description,Theme_value,Conforms_to_MA_Hierarchy,OSM_Element ,Data type,pt,ln,py,rel
barrier ,lift_gate ,Node ,"A lift gate (boom barrier) is a bar, or pole pivoted in such a way as to allow the boom to block vehicular access through a controlled point.",Y,Transport,tran,"Gates, Barriers",gat,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
barrier ,log ,Node Way ,Use this when the passage is closed by lumber (trunk of a tree). This kind of barrier is often useful to sit on. This barrier is a penalty to cyclists but can be crossed by lifting the bike over. ,N,Transport,tran,"Gates, Barriers",gat,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
barrier ,motorcycle_barrier ,Node ,Barriers along paths that prevent access by motorcycles. ,N,Transport,tran,"Gates, Barriers",gat,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
barrier ,rope ,Node Way ,"A flexible barrier made of fibres, twisted or braided together to improve strength. As a barrier it is often more symbolic than actually physically preventing pedestrians from accessing. ",N,Transport,tran,"Gates, Barriers",gat,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
barrier ,sally_port ,Node ,"A sally port is used to pass through thick or city walls, and is a type of covered gate with two doors. ",Y,Transport,tran,"Gates, Barriers",gat,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
barrier ,spikes ,Node Way Area ,Spikes on the ground that prevent unauthorized access. Can also be removeable e.g. after payment in a garage. ,Y,Transport,tran,"Gates, Barriers",gat,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
barrier ,stile ,Node ,"A stile allows pedestrians to cross a wall or fence, but never actually ""opens"" the barrier",N,Transport,tran,"Gates, Barriers",gat,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
barrier ,sump_buster ,Node ,A sump buster is a concrete slab or steel structure that prevents passing of two-tracked vehicles with less than a minimum track and ground clearance. (Typically stops normal cars.) ,N,Transport,tran,"Gates, Barriers",gat,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
barrier ,swing_gate ,Node ,Similar to a lift gate but rotates sidewards to open. It is usually made out of metal bars (wood or other material possible) and is intended to prevent cars from access but can usually be crossed by pedestrians and cyclists. ,Y,Transport,tran,"Gates, Barriers",gat,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
barrier ,toll_booth ,Node ,A road usage toll or fee is collected here. ,Y,Transport,tran,"Gates, Barriers",gat,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
barrier ,turnstile ,Node ,A turnstile (also called baffle gate) is used to allow one person at a time to pass. Use this for small turnstiles like the ones in supermarkets or some subways. ,N,Transport,tran,"Gates, Barriers",gat,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
barrier ,user defined ,Mf node.png Mf area.png ,All commonly used values according to Taginfo ,Y,Transport,tran,"Gates, Barriers",gat,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
boundary ,administrative ,Area ,"An administrative boundary. Subdivisions of areas/territories/jurisdictions recognised by governments or other organisations for administrative purposes. These range from large groups of nation states right down to small administrative districts and suburbs, as indicated by the 'admin_level=*' combo tag ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
boundary ,maritime ,Area ,Maritime boundaries ,Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
boundary ,national_park ,Area ,"Area of outstanding natural beauty, set aside for conservation and for recreation (Other languages) ",Y,Environmental aspects,envi,Environmental,env,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
boundary ,political ,Area ,Electoral boundaries ,Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
boundary ,postal_code ,Area ,Postal code boundaries ,Y,Points of Interest,pois,Address,adr,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
boundary ,religious_administration ,Area ,An religious administrative boundary.,Y,Points of Interest,pois,Religious,rel,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
boundary ,protected_area ,Area ,"Protected areas, such as for national-parks, water protection areas or indigenous areas. ",Y,Environmental aspects,envi,Environmental,env,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
border_type ,* ,Way Area ,To distinguish between types of boundary where admin_level isn't enough. Used in several different ways e.g in maritime contexts ,Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Way Area ,ln py ,#N/A,ln,py,#N/A
boundary ,user defined ,Node Way ,All commonly used values according to Taginfo ,Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
admin_level ,Number ,Area ,"Applies to boundary=administrative and is usually in the range 1 to 10, except for Germany where it might be 11 - see boundary. ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,apartments ,Area ,"A building arranged into individual dwellings, often on separate floors. May also have retail outlets on the ground floor. How does one map the retail elements? Use building:levels=* for the total number of floors. ",Y,LandUse,land,House,hou,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,dormitory ,Area ,"For a shared building, as used by college/university students (not a share room for multiple occupants as implied by the term in British English). Would 'hall_of_residence' be better? ",Y,Points of Interest,pois,"Lodgings, hotels, guest houses",lod,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,hotel ,Area ,A building designed with separate rooms available for overnight accommodation. Normally used in conjunction with tourism=hotel for the hotel grounds including recreation areas and parking. ,Y,Points of Interest,pois,"Lodgings, hotels, guest houses",lod,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,house ,Area ,"A single dwelling unit inhabited by family or small group sharing facilities such as a kitchen. Houses forming half of a semi-detached pair, or one of a row of terraced houses, should share at least two nodes with joined neighbours, thereby defining the party wall between the properties. ",Y,LandUse,land,House,hou,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,detached ,Area ,A single dwelling unit inhabited by family or small group sharing facilities such as a kitchen. ,Y,LandUse,land,House,hou,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,residential ,Area ,"A general tag for a building used primarily for residential purposes. Where additional detail is available consider using one or more areas tagged as 'apartments', 'terrace' or 'house'. ",Y,LandUse,land,House,hou,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,terrace ,Area ,"A single way used to define the outline of a linear row of residential dwellings, each of which normally has its own entrance, which form a terrace (row-house in North American English). Consider defining each dwelling separately using 'house'. ",Y,LandUse,land,House,hou,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,houseboat ,Area ,A boat used primarily as a home ,Y,LandUse,land,House,hou,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,static_caravan ,Area ,A mobile home (semi)permanently left on a single site ,Y,LandUse,land,House,hou,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,commercial ,Area ,A building where non-specific commercial activities take place; use office=* to describe the type of office. Consider tagging the area using landuse=commercial. Use 'retail' if the building consists primarily of shops. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,industrial ,Area ,A building where some industrial process takes place. Use warehouse if the purpose is known to be primarily for storage/distribution. Consider using landuse=industrial for the surrounding area and the proposed industrial=* tag to describe the industrial activity. ,Y,LandUse,land,Industrial,ind,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,retail ,Area ,A building primarily used for selling goods are sold to the public; use shop=* to identify the sort of goods sold. Consider use landuse=retail for the surrounding area. How is one meant to indicate that there is also residential accommodation or office use above? ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,warehouse ,Area ,A building primarily used for the storage or goods or as part of a distribution system. ,Y,Logistics,logs,Warehouses / Distribution Centres,dis,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,cathedral ,Area ,"A building that was built as a cathedral. Used in conjunction with amenity=place_of_worship, religion=* and denomination=* for the cathedral grounds where it is in current use. ",Y,Points of Interest,pois,Religious,rel,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,chapel ,Area ,"A building that was built as a chapel. Used in conjunction with amenity=place_of_worship, religion=* and denomination=* for the chapel grounds where it is in current use. ",Y,Points of Interest,pois,Religious,rel,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,church ,Area ,"A building that was built as a church. Used in conjunction with amenity=place_of_worship, religion=* and denomination=* for the church grounds where it is in current use. ",Y,Points of Interest,pois,Religious,rel,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,civic ,Area ,"For any civic amenity, for example amenity=community_centre, amenity=library, amenity=toilets, leisure=sports_centre, leisure=swimming_pool, amenity=townhall etc. Use amenity=* or leisure=* etc to provide further details. See building=public as well. ",Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,hospital ,Area ,A building which forms part of a hospital. Use amenity=hospital for the hospital grounds. ,Y,Health ,heal,Hospitals / Medical Centres,hos,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,school ,Area ,For any generic school buildings. Buildings for specific uses (sports halls etc) should be tagged for their purpose. Use amenity=school for the perimeter of the school grounds. ,Y,Education,educ,School,edu,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,train_station ,Area ,A train station building. ,Y,Transport,tran,Railway station,rst,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,transportation ,Area ,"A building related to public transport. You will probably want to tag it with proper tranport related tag as well, such as public_transport=station. Note that there is a special tag for train station buildings - building=train_station. ",Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,university ,Area ,A university building. Use amenity=university for the whole university area. ,Y,Education,educ,School,edu,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,public ,Area ,A public building. Don't use amenity=public_building. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,barn ,Area ,An agricultural building used for storage and as a covered workplace. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,bridge ,Area ,A building used as a bridge. Can also represent a gatehouse for drawbridges. See also bridge=yes for highway=*. Don't use this tag just for for marking bridges (their outlines). For such purposes consider the proposed man_made=bridge. ,Y,Transport,tran,Bridge,brg,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,bunker ,Area ,A hardened military building. Also use military=bunker. ,Y,Utilities,util,Military installations,mil,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,cabin ,Area ,"A cabin is a small, roughly built house usually with a wood exterior and typically found in rural areas. ",Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,construction ,Area ,Used for buildings under construction. Use construction=* to hold the value for the completed building. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,cowshed ,Area ,"A cowshed (cow barn, cow house) is a a building for housing cows, usually found on farms. ",Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,farm_auxiliary ,Area ,A building on a farm that is not a dwelling (use 'house' for the farm house). ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,garage ,Area ,A garage is a building suitable for the storage of one or possibly more motor vehicle or similar. See building=garages for larger shared buildings. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,garages ,Area ,A building that consists of a number of discrete storage spaces for different owners/tenants. See also building=garage. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,greenhouse ,Area ,A greenhouse is a glass or plastic covered building used to grow plants. Use landuse=greenhouse_horticulture for the area ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,hangar ,Area ,"A hangar is a building used for the storage of airplanes, helicopters or space-craft. Consider adding aeroway=hangar, when appropriate. ",Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,hut ,Area ,A hut is a small and crude shelter. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,roof ,Area ,"A structure that consists of a roof with open sides, such as a rain shelter, and also gas stations ",Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,shed ,Area ,"A shed is a simple, single-storey structure in a back garden or on an allotment that is used for storage, hobbies, or as a workshop. ",Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,stable ,Area ,A stable is a building where horses are kept. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,sty ,Area ,"A sty (pigsty, pig ark, pig-shed) is a a building for raising domestic pigs, usually found on farms. ",Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,transformer_tower ,Area ,A transformer tower is a characteristic tall building comprising a distribution transformer and constructed to provide direct connection to a medium voltage overhead power line. Quite often the power line has since been undergrounded but it may still serve as a substation. See also power=substation. ,Y,Utilities,util,Power Station,pst,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,yes ,Area ,Use this value where it is not possible to determine a more specific value. ,Y,LandUse,land,Buildings,bld,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
building ,user defined ,Node Area ,"All commonly used values according to Taginfo, generally building types ",Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
entrance ,yes/main/exit/service/emergency ,Node ,An entrance in a building. Replaces the deprecated tag building=entrance. ,Y,LandUse,land,Buildings,bld,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
height ,number ,NodeArea ,The height of the building in meters. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
building:levels ,number ,NodeArea ,The number of levels (floors) in the building. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
building:fireproof ,yes/no ,NodeArea ,Fire-resistance information. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,agricultural_engines ,Mf node.png Mf area.png ,"Planning, and Constructing engines and tools for agricultural use. ",N,Agriculture,agri,Agriculture,agr,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,basket_maker ,Mf node.png Mf area.png ,"Producing baskets, often made from Willow. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,beekeeper ,Mf node.png Mf area.png ,"A place where honey bees are kept for the purposes of securing commodities such as honey, beeswax or pollen. ",N,Agriculture,agri,Agriculture,agr,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,blacksmith ,Mf node.png Mf area.png ,"A place where a blacksmith forges tools, horseshoes, etc. from iron. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,brewery ,Mf node.png Mf area.png ,A brewery is a dedicated building for the making of beer ,N,Points of Interest,pois,"Services, banks, post offices",ser,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,boatbuilder ,Mf node.png Mf area.png ,"Planning, and Contructing boats. ",Y,LandUse,land,Industrial,ind,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,bookbinder ,Mf node.png Mf area.png ,Physically assembling a book from a number of sheets of paper. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,carpenter ,Mf node.png Mf area.png ,"Workplace or office of Carpenters that work with timber to construct, install and maintain buildings, furniture, and other objects. ",Y,LandUse,land,Industrial,ind,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,carpet_layer ,Mf node.png Mf area.png ,Workplace or office of carpet layers that bring carpet on your floor. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,caterer ,Mf node.png Mf area.png ,"Workplace or office of one who prepares customized meals for takeout, or provides prepared meals or supplies to a group at social gatherings. ",Y,Points of Interest,pois,"Services, banks, post offices",ser,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,clockmaker ,Mf node.png Mf area.png ,Workplace or office of a clockmaker that is building or repairing clocks but not watches. See also craft=watchmaker ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,confectionery ,Mf node.png Mf area.png ,"A place where the set of food items that are rich in sugar, any one or type of which is called a confection is produced. ",N,Points of Interest,pois,"Services, banks, post offices",ser,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,dressmaker ,Mf node.png Mf area.png ,"A place where clothes are created, repaired or altered to fit personal needs. ",N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
craft ,electrician ,Mf node.png Mf area.png ,"Workplace or office of an electrician which is a tradesman specialized in electrical wiring of buildings, stationary machines and related equipment. ",Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
